,Topic 8,Topic 9,Topic 11
22770,ashestocrashes/2.7966121862732507e-08,ashestocrashes/1.7559261323185638e-05,ashestocrashes/2.797202796500642e-05
22771,powersviaweapon/2.7966121862732507e-08,powersviaweapon/1.7559261323185638e-05,powersviaweapon/2.797202796500642e-05
22772,karmicrape/2.7966121862732507e-08,karmicrape/1.7559261323185638e-05,karmicrape/2.797202796500642e-05
22773,wokfu/2.7966121862732507e-08,wokfu/1.7559261323185638e-05,wokfu/2.797202796500642e-05
22774,ohthehumanity/2.7966121862732507e-08,ohthehumanity/1.7559261323185638e-05,ohthehumanity/2.797202796500642e-05
22775,reversewhodunnit/2.7966121862732507e-08,reversewhodunnit/1.7559261323185638e-05,reversewhodunnit/2.797202796500642e-05
22776,hourglassplot/2.7966121862732507e-08,easyroadtohell/1.7559261323185638e-05,easyroadtohell/2.797202796500642e-05
22777,notsobadasslongcoat/2.7966121862732507e-08,notsobadasslongcoat/1.7559261323185638e-05,notsobadasslongcoat/2.797202796500642e-05
22778,puppetpermutation/2.7966121862732507e-08,puppetpermutation/1.7559261323185638e-05,puppetpermutation/2.797202796500642e-05
22779,failuresonice/2.7966121862732507e-08,failuresonice/1.7559261323185638e-05,failuresonice/2.797202796500642e-05
22780,uninstallment/2.7966121862732507e-08,dustbinschool/1.7559261323185638e-05,dustbinschool/2.797202796500642e-05
22781,albumintrotrack/2.7966121862732507e-08,albumintrotrack/1.7559261323185638e-05,albumintrotrack/2.797202796500642e-05
22782,maninthemachine/2.7966121862732507e-08,unknownphenomenon/1.7559261323185638e-05,unknownphenomenon/2.797202796500642e-05
22783,blog/2.7966121862732507e-08,blog/1.7559261323185638e-05,blog/2.797202796500642e-05
22784,unconfession/2.7966121862732507e-08,unconfession/1.7559261323185638e-05,unconfession/2.797202796500642e-05
22785,accidentalsuicide/2.7966121862732507e-08,accidentalsuicide/1.7559261323185638e-05,accidentalsuicide/2.797202796500642e-05
22786,alikeandantitheticaladversaries/2.7966121862732507e-08,alikeandantitheticaladversaries/1.7559261323185638e-05,alikeandantitheticaladversaries/2.797202796500642e-05
22787,jeopardythinkingmusic/2.7966121862732507e-08,jeopardythinkingmusic/1.7559261323185638e-05,jeopardythinkingmusic/2.797202796500642e-05
22788,thetamingofthegrue/2.7966121862732507e-08,thetamingofthegrue/1.7559261323185638e-05,thetamingofthegrue/2.797202796500642e-05
22789,thebutlerdidit/2.7966121862732507e-08,powerstable/1.7559261323185638e-05,powerstable/2.797202796500642e-05
22790,earpiececonversation/2.7966121862732507e-08,earpiececonversation/1.7559261323185638e-05,earpiececonversation/2.797202796500642e-05
22791,divorcerequiresdeath/2.7966121862732507e-08,divorcerequiresdeath/1.7559261323185638e-05,divorcerequiresdeath/2.797202796500642e-05
22792,righthandedlefthandedguns/2.7966121862732507e-08,shatteringtheillusion/1.7559261323185638e-05,shatteringtheillusion/2.797202796500642e-05
22793,roaringrapids/2.7966121862732507e-08,handsoffmyfluffy/1.7559261323185638e-05,handsoffmyfluffy/2.797202796500642e-05
22794,worstnewsjudgmentever/2.7966121862732507e-08,mobilekiosk/1.7559261323185638e-05,mobilekiosk/2.797202796500642e-05
22795,instantmarksmanjustsqueezetrigger/2.7966121862732507e-08,instantmarksmanjustsqueezetrigger/1.7559261323185638e-05,instantmarksmanjustsqueezetrigger/2.797202796500642e-05
22796,thespymaster/2.7966121862732507e-08,trilogy/1.7559261323185638e-05,trilogy/2.797202796500642e-05
22797,overtoperative/2.7966121862732507e-08,psychologistteacher/1.7559261323185638e-05,psychologistteacher/2.797202796500642e-05
22798,amazonchaser/2.7966121862732507e-08,mistakenfrombehind/1.7559261323185638e-05,mistakenfrombehind/2.797202796500642e-05
22799,nowaterproofinginthefuture/2.7966121862732507e-08,onemythtoexplainthemall/1.7559261323185638e-05,onemythtoexplainthemall/2.797202796500642e-05
22800,rulesoftheinternet/2.7966121862732507e-08,rulesoftheinternet/1.7559261323185638e-05,rulesoftheinternet/2.797202796500642e-05
22801,theroom/2.7966121862732507e-08,theroom/1.7559261323185638e-05,theroom/2.797202796500642e-05
22802,evenbettersequel/2.7966121862732507e-08,evenbettersequel/1.7559261323185638e-05,evenbettersequel/2.797202796500642e-05
22803,powerpincers/2.7966121862732507e-08,thewebalwaysexisted/1.7559261323185638e-05,thewebalwaysexisted/2.797202796500642e-05
22804,craniumcompartment/2.7966121862732507e-08,craniumcompartment/1.7559261323185638e-05,craniumcompartment/2.797202796500642e-05
22805,thecharactericecreambar/2.7966121862732507e-08,thecharactericecreambar/1.7559261323185638e-05,thecharactericecreambar/2.797202796500642e-05
22806,identicallynamedgroup/2.7966121862732507e-08,identicallynamedgroup/1.7559261323185638e-05,identicallynamedgroup/2.797202796500642e-05
22807,chasedoffintothesunset/2.7966121862732507e-08,chasedoffintothesunset/1.7559261323185638e-05,chasedoffintothesunset/2.797202796500642e-05
22808,privatedetective/2.7966121862732507e-08,opinionoverride/1.7559261323185638e-05,opinionoverride/2.797202796500642e-05
22809,deathoftheauthor/2.7966121862732507e-08,deathoftheauthor/1.7559261323185638e-05,deathoftheauthor/2.797202796500642e-05
22810,profanitypolice/2.7966121862732507e-08,profanitypolice/1.7559261323185638e-05,profanitypolice/2.797202796500642e-05
22811,rightoutofmyclothes/2.7966121862732507e-08,rightoutofmyclothes/1.7559261323185638e-05,rightoutofmyclothes/2.797202796500642e-05
22812,planetarynation/2.7966121862732507e-08,planetarynation/1.7559261323185638e-05,planetarynation/2.797202796500642e-05
22813,haventyouseenxbefore/2.7966121862732507e-08,haventyouseenxbefore/1.7559261323185638e-05,haventyouseenxbefore/2.797202796500642e-05
22814,finalexchange/2.7966121862732507e-08,finalexchange/1.7559261323185638e-05,finalexchange/2.797202796500642e-05
22815,homemadeflamethrower/2.7966121862732507e-08,rejectionritual/1.7559261323185638e-05,rejectionritual/2.797202796500642e-05
22816,theywastedaperfectlygoodplot/2.7966121862732507e-08,theywastedaperfectlygoodplot/1.7559261323185638e-05,theywastedaperfectlygoodplot/2.797202796500642e-05
22817,alternativeturingtest/2.7966121862732507e-08,alternativeturingtest/1.7559261323185638e-05,alternativeturingtest/2.797202796500642e-05
22818,mindcontrolconspiracy/2.7966121862732507e-08,mindcontrolconspiracy/1.7559261323185638e-05,mindcontrolconspiracy/2.797202796500642e-05
22819,ourlawyersadvisedthistrope/2.7966121862732507e-08,latinoisbrown/1.7559261323185638e-05,latinoisbrown/2.797202796500642e-05
22820,supernaturalangst/2.7966121862732507e-08,supernaturalangst/1.7559261323185638e-05,supernaturalangst/2.797202796500642e-05
22821,barefootsuicide/2.7966121862732507e-08,barefootsuicide/1.7559261323185638e-05,barefootsuicide/2.797202796500642e-05
22822,everythingsbetterwithbunnies/2.7966121862732507e-08,everythingsbetterwithbunnies/1.7559261323185638e-05,everythingsbetterwithbunnies/2.797202796500642e-05
22823,downtherabbithole/2.7966121862732507e-08,letmeathim/1.7559261323185638e-05,letmeathim/2.797202796500642e-05
22824,mainliningthemonster/2.7966121862732507e-08,multitakecut/1.7559261323185638e-05,multitakecut/2.797202796500642e-05
22825,lovecraftcountry/2.7966121862732507e-08,thirdpartystopsattack/1.7559261323185638e-05,thirdpartystopsattack/2.797202796500642e-05
22826,jurisdictionfriction/2.7966121862732507e-08,peopleinrubbersuits/1.7559261323185638e-05,peopleinrubbersuits/2.797202796500642e-05
22827,backstabbingthealphabitch/2.7966121862732507e-08,backstabbingthealphabitch/1.7559261323185638e-05,backstabbingthealphabitch/2.797202796500642e-05
22828,loliconandshotacon/2.7966121862732507e-08,loliconandshotacon/1.7559261323185638e-05,loliconandshotacon/2.797202796500642e-05
22829,secondaryadaptation/2.7966121862732507e-08,colorcodedcastes/1.7559261323185638e-05,colorcodedcastes/2.797202796500642e-05
22830,poorlytimedconfession/2.7966121862732507e-08,poorlytimedconfession/1.7559261323185638e-05,poorlytimedconfession/2.797202796500642e-05
22831,deadanimalwarning/2.7966121862732507e-08,deadanimalwarning/1.7559261323185638e-05,deadanimalwarning/2.797202796500642e-05
22832,creatorcareerselfdeprecation/2.7966121862732507e-08,creatorcareerselfdeprecation/1.7559261323185638e-05,creatorcareerselfdeprecation/2.797202796500642e-05
22833,yetanotherbabypanda/2.7966121862732507e-08,yetanotherbabypanda/1.7559261323185638e-05,yetanotherbabypanda/2.797202796500642e-05
22834,cloninggambit/2.7966121862732507e-08,councilofvampires/1.7559261323185638e-05,councilofvampires/2.797202796500642e-05
22835,murderousmask/2.7966121862732507e-08,murderousmask/1.7559261323185638e-05,murderousmask/2.797202796500642e-05
22836,santassweatshop/2.7966121862732507e-08,santassweatshop/1.7559261323185638e-05,santassweatshop/2.797202796500642e-05
22837,stockholmsyndrome/2.7966121862732507e-08,lovertugofwar/1.7559261323185638e-05,lovertugofwar/2.797202796500642e-05
22838,givennamereveal/2.7966121862732507e-08,ambiguousallegiance/1.7559261323185638e-05,ambiguousallegiance/2.797202796500642e-05
22839,combatdiplomacystealth/2.7966121862732507e-08,wrongassumption/1.7559261323185638e-05,wrongassumption/2.797202796500642e-05
22840,aimlesslyseekinghappiness/2.7966121862732507e-08,aimlesslyseekinghappiness/1.7559261323185638e-05,aimlesslyseekinghappiness/2.797202796500642e-05
22841,mysecretpregnancy/2.7966121862732507e-08,mysecretpregnancy/1.7559261323185638e-05,mysecretpregnancy/2.797202796500642e-05
22842,thewitcher/2.7966121862732507e-08,thewitcher/1.7559261323185638e-05,thewitcher/2.797202796500642e-05
22843,assurancebackfire/2.7966121862732507e-08,assurancebackfire/1.7559261323185638e-05,assurancebackfire/2.797202796500642e-05
22844,finishdialogueinunison/2.7966121862732507e-08,finishdialogueinunison/1.7559261323185638e-05,finishdialogueinunison/2.797202796500642e-05
22845,secrettestofthievingskill/2.7966121862732507e-08,secrettestofthievingskill/1.7559261323185638e-05,secrettestofthievingskill/2.797202796500642e-05
22846,dutchmedia/2.7966121862732507e-08,likablevillain/1.7559261323185638e-05,likablevillain/2.797202796500642e-05
22847,tinkleintheeye/2.7966121862732507e-08,tinkleintheeye/1.7559261323185638e-05,tinkleintheeye/2.797202796500642e-05
22848,perilouspowersource/2.7966121862732507e-08,perilouspowersource/1.7559261323185638e-05,perilouspowersource/2.797202796500642e-05
22849,jealousparent/2.7966121862732507e-08,jealousparent/1.7559261323185638e-05,jealousparent/2.797202796500642e-05
22850,charactersignaturesong/2.7966121862732507e-08,charactersignaturesong/1.7559261323185638e-05,charactersignaturesong/2.797202796500642e-05
22851,copandscientist/2.7966121862732507e-08,copandscientist/1.7559261323185638e-05,copandscientist/2.797202796500642e-05
22852,freakyfridaysabotage/2.7966121862732507e-08,freakyfridaysabotage/1.7559261323185638e-05,freakyfridaysabotage/2.797202796500642e-05
22853,highonhomicide/2.7966121862732507e-08,highonhomicide/1.7559261323185638e-05,highonhomicide/2.797202796500642e-05
22854,badassbureaucrat/2.7966121862732507e-08,academicathlete/1.7559261323185638e-05,academicathlete/2.797202796500642e-05
22855,gamemechanics/2.7966121862732507e-08,gamemechanics/1.7559261323185638e-05,gamemechanics/2.797202796500642e-05
22856,alloftimeatonce/2.7966121862732507e-08,alloftimeatonce/1.7559261323185638e-05,alloftimeatonce/2.797202796500642e-05
22857,closestthingwegot/2.7966121862732507e-08,disgustingvegetarianfood/1.7559261323185638e-05,disgustingvegetarianfood/2.797202796500642e-05
22858,ohcrapfakeout/2.7966121862732507e-08,ohcrapfakeout/1.7559261323185638e-05,ohcrapfakeout/2.797202796500642e-05
22859,missingmanformation/2.7966121862732507e-08,missingmanformation/1.7559261323185638e-05,missingmanformation/2.797202796500642e-05
22860,shortlivedleadership/2.7966121862732507e-08,shortlivedleadership/1.7559261323185638e-05,shortlivedleadership/2.797202796500642e-05
22861,spyship/2.7966121862732507e-08,spyship/1.7559261323185638e-05,spyship/2.797202796500642e-05
22862,assinalionskin/2.7966121862732507e-08,assinalionskin/1.7559261323185638e-05,assinalionskin/2.797202796500642e-05
22863,fanmyopia/2.7966121862732507e-08,fanmyopia/1.7559261323185638e-05,fanmyopia/2.797202796500642e-05
22864,thetoothhurts/2.7966121862732507e-08,implementingtheincomplete/1.7559261323185638e-05,implementingtheincomplete/2.797202796500642e-05
22865,justthefirstcitizen/2.7966121862732507e-08,sevendirtywords/1.7559261323185638e-05,sevendirtywords/2.797202796500642e-05
22866,newcomersavestheday/2.7966121862732507e-08,newcomersavestheday/1.7559261323185638e-05,newcomersavestheday/2.797202796500642e-05
22867,stubbornhair/2.7966121862732507e-08,stubbornhair/1.7559261323185638e-05,stubbornhair/2.797202796500642e-05
22868,rotatingprotagonist/2.7966121862732507e-08,acceptablefemininegoalsandtraits/1.7559261323185638e-05,acceptablefemininegoalsandtraits/2.797202796500642e-05
22869,nobodyevercomplainedbefore/2.7966121862732507e-08,nobodyevercomplainedbefore/1.7559261323185638e-05,nobodyevercomplainedbefore/2.797202796500642e-05
22870,campwackyname/2.7966121862732507e-08,campwackyname/1.7559261323185638e-05,campwackyname/2.797202796500642e-05
22871,nailsonachalkboard/2.7966121862732507e-08,nailsonachalkboard/1.7559261323185638e-05,nailsonachalkboard/2.797202796500642e-05
22872,staginganintervention/2.7966121862732507e-08,staginganintervention/1.7559261323185638e-05,staginganintervention/2.797202796500642e-05
22873,parody/2.7966121862732507e-08,powermakeover/1.7559261323185638e-05,powermakeover/2.797202796500642e-05
22874,foodasbribe/2.7966121862732507e-08,tenorboy/1.7559261323185638e-05,tenorboy/2.797202796500642e-05
22875,consistency/2.7966121862732507e-08,consistency/1.7559261323185638e-05,consistency/2.797202796500642e-05
22876,greatballsoffire/2.7966121862732507e-08,greatballsoffire/1.7559261323185638e-05,greatballsoffire/2.797202796500642e-05
22877,thewatchmaker/2.7966121862732507e-08,thewatchmaker/1.7559261323185638e-05,thewatchmaker/2.797202796500642e-05
22878,iwantmyjetpack/2.7966121862732507e-08,thanksgivingturkey/1.7559261323185638e-05,thanksgivingturkey/2.797202796500642e-05
22879,fourmanband/2.7966121862732507e-08,fourmanband/1.7559261323185638e-05,fourmanband/2.797202796500642e-05
22880,rackfocus/2.7966121862732507e-08,rackfocus/1.7559261323185638e-05,rackfocus/2.797202796500642e-05
22881,wallsoftyranny/2.7966121862732507e-08,wallsoftyranny/1.7559261323185638e-05,wallsoftyranny/2.797202796500642e-05
22882,pulltheiv/2.7966121862732507e-08,pulltheiv/1.7559261323185638e-05,pulltheiv/2.797202796500642e-05
22883,wannabesecretagent/2.7966121862732507e-08,wannabesecretagent/1.7559261323185638e-05,wannabesecretagent/2.797202796500642e-05
22884,missconception/2.7966121862732507e-08,missconception/1.7559261323185638e-05,missconception/2.797202796500642e-05
22885,relationshipresetbutton/2.7966121862732507e-08,relationshipresetbutton/1.7559261323185638e-05,relationshipresetbutton/2.797202796500642e-05
22886,flashbackwithinaflashback/2.7966121862732507e-08,flashbackwithinaflashback/1.7559261323185638e-05,flashbackwithinaflashback/2.797202796500642e-05
22887,eatingtheeyecandy/2.7966121862732507e-08,commercialpopup/1.7559261323185638e-05,commercialpopup/2.797202796500642e-05
22888,gogettergirl/2.7966121862732507e-08,gogettergirl/1.7559261323185638e-05,gogettergirl/2.797202796500642e-05
22889,tenminutesinthecloset/2.7966121862732507e-08,tenminutesinthecloset/1.7559261323185638e-05,tenminutesinthecloset/2.797202796500642e-05
22890,winter2017anime/2.7966121862732507e-08,winter2017anime/1.7559261323185638e-05,winter2017anime/2.797202796500642e-05
22891,symbolism/2.7966121862732507e-08,symbolism/1.7559261323185638e-05,symbolism/2.797202796500642e-05
22892,paranoiagambit/2.7966121862732507e-08,paranoiagambit/1.7559261323185638e-05,paranoiagambit/2.797202796500642e-05
22893,accusethewitness/2.7966121862732507e-08,accusethewitness/1.7559261323185638e-05,accusethewitness/2.797202796500642e-05
22894,actionfigurespeech/2.7966121862732507e-08,actionfigurespeech/1.7559261323185638e-05,actionfigurespeech/2.797202796500642e-05
22895,forcedmiscarriage/2.7966121862732507e-08,forcedmiscarriage/1.7559261323185638e-05,forcedmiscarriage/2.797202796500642e-05
22896,quickdraw/2.7966121862732507e-08,probabilitypileup/1.7559261323185638e-05,probabilitypileup/2.797202796500642e-05
22897,refrainfromassuming/2.7966121862732507e-08,animalspeciesaccent/1.7559261323185638e-05,animalspeciesaccent/2.797202796500642e-05
22898,japantakesovertheworld/2.7966121862732507e-08,apatheticclerk/1.7559261323185638e-05,apatheticclerk/2.797202796500642e-05
22899,bodypocket/2.7966121862732507e-08,bodypocket/1.7559261323185638e-05,bodypocket/2.797202796500642e-05
22900,christmastropes/2.7966121862732507e-08,christmastropes/1.7559261323185638e-05,christmastropes/2.797202796500642e-05
22901,dogslovefirehydrants/2.7966121862732507e-08,dogslovefirehydrants/1.7559261323185638e-05,dogslovefirehydrants/2.797202796500642e-05
22902,eternalemployee/2.7966121862732507e-08,eternalemployee/1.7559261323185638e-05,eternalemployee/2.797202796500642e-05
22903,houseinspection/2.7966121862732507e-08,houseinspection/1.7559261323185638e-05,houseinspection/2.797202796500642e-05
22904,insomniaepisode/2.7966121862732507e-08,insomniaepisode/1.7559261323185638e-05,insomniaepisode/2.797202796500642e-05
