Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
,,,,christmascreep/4.198270312631196e-05,,,,,,,,,,,,
,,,,midairmotionshot/4.198270312631196e-05,,,,,,,,,,,,
,,,,soappunishment/4.198270312631196e-05,,,,,,,,,,,,
,,,,alternatetooniverse/4.198270312631196e-05,,,,,,,,,,,,
,,,,superstitioussailors/4.198270312631196e-05,,,,,,,,,,,,
,,,,italianstalkwithhands/4.198270312631196e-05,,,,,,,,,,,,
,,,,notimportanttothisepisodecamp/4.198270312631196e-05,,,,,,,,,,,,
,,,,throwthepin/4.198270312631196e-05,,,,,,,,,,,,
,,,,artsymoon/4.198270312631196e-05,,,,,,,,,,,,
,,,,redlivelobster/4.198270312631196e-05,,,,,,,,,,,,
,,,,improvisedcatapult/4.198270312631196e-05,,,,,,,,,,,,
,,,,bizarrebabyboom/4.198270312631196e-05,,,,,,,,,,,,
,,,,hollywoodcuisine/4.198270312631196e-05,,,,,,,,,,,,
,,,,theoldnorthwind/4.198270312631196e-05,,,,,,,,,,,,
,,,,slavegalley/4.198270312631196e-05,,,,,,,,,,,,
,,,,birthdayhater/4.198270312631196e-05,,,,,,,,,,,,
,,,,postgameretaliation/4.198270312631196e-05,,,,,,,,,,,,
,,,,sacredscripture/4.198270312631196e-05,,,,,,,,,,,,
,,,,illbeyourbestfriend/4.198270312631196e-05,,,,,,,,,,,,
,,,,adventurersclub/4.198270312631196e-05,,,,,,,,,,,,
,,,,iwanttobearealman/4.198270312631196e-05,,,,,,,,,,,,
,,,,goingtoseetheelephant/4.198270312631196e-05,,,,,,,,,,,,
,,,,dountoothersbeforetheydountous/4.198270312631196e-05,,,,,,,,,,,,
,,,,awayoutofacavein/4.198270312631196e-05,,,,,,,,,,,,
,,,,containthekaboom/4.198270312631196e-05,,,,,,,,,,,,
,,,,blackmarketproduce/4.198270312631196e-05,,,,,,,,,,,,
,,,,ormynameisnt/4.198270312631196e-05,,,,,,,,,,,,
,,,,immortalitypromiscuity/4.198270312631196e-05,,,,,,,,,,,,
,,,,commontime/4.198270312631196e-05,,,,,,,,,,,,
,,,,superheroprevalencestages/4.198270312631196e-05,,,,,,,,,,,,
,,,,poundsareanimalprisons/4.198270312631196e-05,,,,,,,,,,,,
,,,,obnoxiousentitledhousewife/4.198270312631196e-05,,,,,,,,,,,,
,,,,strikeepisode/4.198270312631196e-05,,,,,,,,,,,,
,,,,theunapologetic/4.198270312631196e-05,,,,,,,,,,,,
,,,,americaisstillacolony/4.198270312631196e-05,,,,,,,,,,,,
,,,,nobilitymarriesmoney/4.198270312631196e-05,,,,,,,,,,,,
,,,,sittingsexyonapiano/4.198270312631196e-05,,,,,,,,,,,,
,,,,tickertapeparade/4.198270312631196e-05,,,,,,,,,,,,
,,,,fanworks/4.198270312631196e-05,,,,,,,,,,,,
,,,,nopunctuationisfunnier/4.198270312631196e-05,,,,,,,,,,,,
,,,,givingthemthestrip/4.198270312631196e-05,,,,,,,,,,,,
,,,,animeandmangaofthe1990s/4.198270312631196e-05,,,,,,,,,,,,
,,,,deprogram/4.198270312631196e-05,,,,,,,,,,,,
,,,,formassivedamage/4.198270312631196e-05,,,,,,,,,,,,
,,,,resetbuttonsuicidemission/4.198270312631196e-05,,,,,,,,,,,,
,,,,museabuse/4.198270312631196e-05,,,,,,,,,,,,
,,,,lifesavingencouragement/4.198270312631196e-05,,,,,,,,,,,,
,,,,motorcyclejousting/4.198270312631196e-05,,,,,,,,,,,,
,,,,chineselaborer/4.198270312631196e-05,,,,,,,,,,,,
,,,,bighonkingtrafficjam/4.198270312631196e-05,,,,,,,,,,,,
,,,,persecutedintellectuals/4.198270312631196e-05,,,,,,,,,,,,
,,,,productassuperhero/4.198270312631196e-05,,,,,,,,,,,,
,,,,badomenanecdote/4.198270312631196e-05,,,,,,,,,,,,
,,,,andyouthoughtitwasreal/4.198270312631196e-05,,,,,,,,,,,,
,,,,dreamsue/4.198270312631196e-05,,,,,,,,,,,,
,,,,thevitruvianpose/4.198270312631196e-05,,,,,,,,,,,,
,,,,unintentionallyunsympathetic/4.198270312631196e-05,,,,,,,,,,,,
,,,,internationalshowdownbyproxy/4.198270312631196e-05,,,,,,,,,,,,
,,,,coolcat/4.198270312631196e-05,,,,,,,,,,,,
,,,,copcriminalfamily/4.198270312631196e-05,,,,,,,,,,,,
,,,,worldssmartestman/4.198270312631196e-05,,,,,,,,,,,,
,,,,wonderwomanwannabe/4.198270312631196e-05,,,,,,,,,,,,
,,,,youthiswastedonthedumb/4.198270312631196e-05,,,,,,,,,,,,
,,,,stockshticks/4.198270312631196e-05,,,,,,,,,,,,
,,,,verbingnouny/4.198270312631196e-05,,,,,,,,,,,,
,,,,deathissuchanoddthing/4.198270312631196e-05,,,,,,,,,,,,
,,,,jettisonjetpackattack/4.198270312631196e-05,,,,,,,,,,,,
,,,,angrychef/4.198270312631196e-05,,,,,,,,,,,,
,,,,rewindgag/4.198270312631196e-05,,,,,,,,,,,,
,,,,singleissuelandlord/4.198270312631196e-05,,,,,,,,,,,,
,,,,creaturesbymanyothernames/4.198270312631196e-05,,,,,,,,,,,,
,,,,ivegotanxandimnotafraidtouseit/4.198270312631196e-05,,,,,,,,,,,,
,,,,theadjectivalsuperhero/4.198270312631196e-05,,,,,,,,,,,,
,,,,dontcomeaknockin/4.198270312631196e-05,,,,,,,,,,,,
,,,,disastrousdemonstration/4.198270312631196e-05,,,,,,,,,,,,
,,,,episodecodenumber/4.198270312631196e-05,,,,,,,,,,,,
,,,,standardcopbackstory/4.198270312631196e-05,,,,,,,,,,,,
,,,,embarrassingsuperpower/4.198270312631196e-05,,,,,,,,,,,,
,,,,appropriateanimalattire/4.198270312631196e-05,,,,,,,,,,,,
,,,,yousexybeast/4.198270312631196e-05,,,,,,,,,,,,
,,,,contemporarycaveman/4.198270312631196e-05,,,,,,,,,,,,
,,,,dreamsofflying/4.198270312631196e-05,,,,,,,,,,,,
,,,,shamefulshrinking/4.198270312631196e-05,,,,,,,,,,,,
,,,,reunionkiss/4.198270312631196e-05,,,,,,,,,,,,
,,,,karmicoverkill/4.198270312631196e-05,,,,,,,,,,,,
,,,,powersinthefirstepisode/4.198270312631196e-05,,,,,,,,,,,,
,,,,muppetcameo/4.198270312631196e-05,,,,,,,,,,,,
,,,,costumeexaggeration/4.198270312631196e-05,,,,,,,,,,,,
,,,,whichrestroomdilemma/4.198270312631196e-05,,,,,,,,,,,,
,,,,schoolofnostudying/4.198270312631196e-05,,,,,,,,,,,,
,,,,multigenderedsplitpersonalities/4.198270312631196e-05,,,,,,,,,,,,
,,,,thejourneythroughdeath/4.198270312631196e-05,,,,,,,,,,,,
,,,,emergencyrefuelling/4.198270312631196e-05,,,,,,,,,,,,
,,,,scarethedog/4.198270312631196e-05,,,,,,,,,,,,
,,,,postmortemcomeback/4.198270312631196e-05,,,,,,,,,,,,
,,,,suicidebyassassin/4.198270312631196e-05,,,,,,,,,,,,
,,,,beachcombing/4.198270312631196e-05,,,,,,,,,,,,
,,,,underwearswimsuit/4.198270312631196e-05,,,,,,,,,,,,
,,,,leaningonthefurniture/4.198270312631196e-05,,,,,,,,,,,,
,,,,magicsword/4.198270312631196e-05,,,,,,,,,,,,
,,,,raisedlightertribute/4.198270312631196e-05,,,,,,,,,,,,
,,,,monkeysonatypewriter/4.198270312631196e-05,,,,,,,,,,,,
,,,,yiddishasasecondlanguage/4.198270312631196e-05,,,,,,,,,,,,
,,,,relievedfailure/4.198270312631196e-05,,,,,,,,,,,,
,,,,lifelines/4.198270312631196e-05,,,,,,,,,,,,
,,,,home/4.198270312631196e-05,,,,,,,,,,,,
,,,,twistedeucharist/4.198270312631196e-05,,,,,,,,,,,,
,,,,drycrusader/4.198270312631196e-05,,,,,,,,,,,,
,,,,toylineexclusivecharacter/4.198270312631196e-05,,,,,,,,,,,,
,,,,itwastherethewholetime/4.198270312631196e-05,,,,,,,,,,,,
,,,,outofcontrolpopcorn/4.198270312631196e-05,,,,,,,,,,,,
,,,,otokonokogenre/4.198270312631196e-05,,,,,,,,,,,,
,,,,orcraisedbyelves/4.198270312631196e-05,,,,,,,,,,,,
,,,,gettinghotinhere/4.198270312631196e-05,,,,,,,,,,,,
,,,,neverwakeupasleepwalker/4.198270312631196e-05,,,,,,,,,,,,
,,,,wallglower/4.198270312631196e-05,,,,,,,,,,,,
,,,,assemblylinefastforward/4.198270312631196e-05,,,,,,,,,,,,
,,,,allcheeringallthetime/4.198270312631196e-05,,,,,,,,,,,,
,,,,alittlesomethingwecallrockandroll/4.198270312631196e-05,,,,,,,,,,,,
,,,,strayingbaby/4.198270312631196e-05,,,,,,,,,,,,
,,,,hotdrinkcure/4.198270312631196e-05,,,,,,,,,,,,
,,,,phlebotinumbattery/4.198270312631196e-05,,,,,,,,,,,,
,,,,sandbridgeatlowtide/4.198270312631196e-05,,,,,,,,,,,,
,,,,forciblyformedphysique/4.198270312631196e-05,,,,,,,,,,,,
,,,,gaycowboy/4.198270312631196e-05,,,,,,,,,,,,
,,,,whereisyourxnow/4.198270312631196e-05,,,,,,,,,,,,
,,,,frankenx/4.198270312631196e-05,,,,,,,,,,,,
,,,,technologicalpacifist/4.198270312631196e-05,,,,,,,,,,,,
,,,,themario/4.198270312631196e-05,,,,,,,,,,,,
,,,,gradeschoolceo/4.198270312631196e-05,,,,,,,,,,,,
,,,,shavingisscience/4.198270312631196e-05,,,,,,,,,,,,
,,,,thesetropesaremadeforwalking/4.198270312631196e-05,,,,,,,,,,,,
,,,,oraltradition/4.198270312631196e-05,,,,,,,,,,,,
,,,,scullysyndrome/4.198270312631196e-05,,,,,,,,,,,,
,,,,peepshow/4.198270312631196e-05,,,,,,,,,,,,
,,,,sininvitespossession/4.198270312631196e-05,,,,,,,,,,,,
,,,,hidingthehandicap/4.198270312631196e-05,,,,,,,,,,,,
,,,,misfitlabrat/4.198270312631196e-05,,,,,,,,,,,,
,,,,notevenbotheringwithanexcuse/4.198270312631196e-05,,,,,,,,,,,,
,,,,eightpointeight/4.198270312631196e-05,,,,,,,,,,,,
,,,,politicianskissbabies/4.198270312631196e-05,,,,,,,,,,,,
,,,,mistakenfordog/4.198270312631196e-05,,,,,,,,,,,,
,,,,asleepnotmeditating/4.198270312631196e-05,,,,,,,,,,,,
,,,,mockingmusic/4.198270312631196e-05,,,,,,,,,,,,
,,,,theforce/4.198270312631196e-05,,,,,,,,,,,,
,,,,reversepsychologymarketing/4.198270312631196e-05,,,,,,,,,,,,
,,,,oldmoney/4.198270312631196e-05,,,,,,,,,,,,
,,,,fowlmouthedparrot/4.198270312631196e-05,,,,,,,,,,,,
,,,,inprisonwiththerogues/4.198270312631196e-05,,,,,,,,,,,,
,,,,onesidedarmwrestling/4.198270312631196e-05,,,,,,,,,,,,
,,,,militarymoonshiner/4.198270312631196e-05,,,,,,,,,,,,
,,,,slipperymacguffin/4.198270312631196e-05,,,,,,,,,,,,
,,,,gentlegorilla/4.198270312631196e-05,,,,,,,,,,,,
,,,,unintentionallynotoriouscrime/4.198270312631196e-05,,,,,,,,,,,,
,,,,throughtheceilingstealthily/4.198270312631196e-05,,,,,,,,,,,,
,,,,opposedmentors/4.198270312631196e-05,,,,,,,,,,,,
,,,,millionaireplayboy/4.198270312631196e-05,,,,,,,,,,,,
,,,,hippiejesus/4.198270312631196e-05,,,,,,,,,,,,
,,,,hackthetrafficlights/4.198270312631196e-05,,,,,,,,,,,,
,,,,falsefalsealarm/4.198270312631196e-05,,,,,,,,,,,,
,,,,valentinesdayvitriol/4.198270312631196e-05,,,,,,,,,,,,
,,,,callingyourorgasms/4.198270312631196e-05,,,,,,,,,,,,
,,,,beawhoretogetyourman/4.198270312631196e-05,,,,,,,,,,,,
,,,,absurdlylongwait/4.198270312631196e-05,,,,,,,,,,,,
,,,,overcomplicatedmenuorder/4.198270312631196e-05,,,,,,,,,,,,
,,,,kungfuclairvoyance/4.198270312631196e-05,,,,,,,,,,,,
,,,,littlepeoplearesurreal/4.198270312631196e-05,,,,,,,,,,,,
,,,,tarnishingtheirownbeauty/4.198270312631196e-05,,,,,,,,,,,,
,,,,risingconflict/4.198270312631196e-05,,,,,,,,,,,,
,,,,cuethefallingobject/4.198270312631196e-05,,,,,,,,,,,,
,,,,mistakenfordisease/4.198270312631196e-05,,,,,,,,,,,,
,,,,churchgoingvillain/4.198270312631196e-05,,,,,,,,,,,,
,,,,namingconventions/4.198270312631196e-05,,,,,,,,,,,,
,,,,villainousfacehold/4.198270312631196e-05,,,,,,,,,,,,
,,,,mynameisnotdurwood/4.198270312631196e-05,,,,,,,,,,,,
,,,,thedreadedpretendteaparty/4.198270312631196e-05,,,,,,,,,,,,
,,,,affirmativeactionlegacy/4.198270312631196e-05,,,,,,,,,,,,
,,,,iamgreatsong/4.198270312631196e-05,,,,,,,,,,,,
,,,,bathsarefun/4.198270312631196e-05,,,,,,,,,,,,
,,,,charactercelebrityendorsement/4.198270312631196e-05,,,,,,,,,,,,
,,,,visionsofanotherself/4.198270312631196e-05,,,,,,,,,,,,
,,,,colorcodedpatrician/4.198270312631196e-05,,,,,,,,,,,,
,,,,sabotutor/4.198270312631196e-05,,,,,,,,,,,,
,,,,singlestanzasong/4.198270312631196e-05,,,,,,,,,,,,
,,,,tiedtogethershoelacetrip/4.198270312631196e-05,,,,,,,,,,,,
,,,,catharticexhalation/4.198270312631196e-05,,,,,,,,,,,,
,,,,falsecause/4.198270312631196e-05,,,,,,,,,,,,
,,,,itkindoflookslikeaface/4.198270312631196e-05,,,,,,,,,,,,
,,,,synthpop/4.198270312631196e-05,,,,,,,,,,,,
,,,,fatbestfriend/4.198270312631196e-05,,,,,,,,,,,,
,,,,writerssuck/4.198270312631196e-05,,,,,,,,,,,,
,,,,deadlydelivery/4.198270312631196e-05,,,,,,,,,,,,
,,,,looksworthkillingfor/4.198270312631196e-05,,,,,,,,,,,,
,,,,awkwardkiss/4.198270312631196e-05,,,,,,,,,,,,
,,,,tarandfeathers/4.198270312631196e-05,,,,,,,,,,,,
,,,,gratedmentalillness/4.198270312631196e-05,,,,,,,,,,,,
,,,,furrybaldness/4.198270312631196e-05,,,,,,,,,,,,
,,,,tokencompetentminion/4.198270312631196e-05,,,,,,,,,,,,
,,,,losergetsthegirl/4.198270312631196e-05,,,,,,,,,,,,
,,,,affairletters/4.198270312631196e-05,,,,,,,,,,,,
,,,,grouphug/4.198270312631196e-05,,,,,,,,,,,,
,,,,princeandpauper/4.198270312631196e-05,,,,,,,,,,,,
,,,,findersrulers/4.198270312631196e-05,,,,,,,,,,,,
,,,,nighthawksshot/4.198270312631196e-05,,,,,,,,,,,,
,,,,metaphoricalmarriage/4.198270312631196e-05,,,,,,,,,,,,
,,,,deathbydeaging/4.198270312631196e-05,,,,,,,,,,,,
,,,,fantasycounterpartappliance/4.198270312631196e-05,,,,,,,,,,,,
,,,,crushthekeepsake/4.198270312631196e-05,,,,,,,,,,,,
,,,,serpentstaff/4.198270312631196e-05,,,,,,,,,,,,
,,,,herosmuse/4.198270312631196e-05,,,,,,,,,,,,
,,,,theproductioncurse/4.198270312631196e-05,,,,,,,,,,,,
,,,,mateordie/4.198270312631196e-05,,,,,,,,,,,,
,,,,ibelievethatyoubelieveit/4.198270312631196e-05,,,,,,,,,,,,
,,,,reunionshow/4.198270312631196e-05,,,,,,,,,,,,
,,,,yourenothingwithoutyourphlebotinum/4.198270312631196e-05,,,,,,,,,,,,
,,,,anylastwords/4.198270312631196e-05,,,,,,,,,,,,
,,,,tackytuxedo/4.198270312631196e-05,,,,,,,,,,,,
,,,,shrunkinthewash/4.198270312631196e-05,,,,,,,,,,,,
,,,,adayinthelife/4.198270312631196e-05,,,,,,,,,,,,
,,,,asianbuckteeth/4.198270312631196e-05,,,,,,,,,,,,
,,,,secularhero/4.198270312631196e-05,,,,,,,,,,,,
,,,,sanityslippagesong/4.198270312631196e-05,,,,,,,,,,,,
,,,,powermetal/4.198270312631196e-05,,,,,,,,,,,,
,,,,cheerthemupwithlaughter/4.198270312631196e-05,,,,,,,,,,,,
,,,,closecallhaircut/4.198270312631196e-05,,,,,,,,,,,,
,,,,artisticlicenseeducation/4.198270312631196e-05,,,,,,,,,,,,
,,,,youtuberapologyparody/4.198270312631196e-05,,,,,,,,,,,,
,,,,casinoepisode/4.198270312631196e-05,,,,,,,,,,,,
,,,,blues/4.198270312631196e-05,,,,,,,,,,,,
,,,,popuptexting/4.198270312631196e-05,,,,,,,,,,,,
,,,,identityabsorption/4.198270312631196e-05,,,,,,,,,,,,
,,,,eitherortitle/4.198270312631196e-05,,,,,,,,,,,,
,,,,thosetwoactors/4.198270312631196e-05,,,,,,,,,,,,
,,,,allareequalindeath/4.198270312631196e-05,,,,,,,,,,,,
,,,,odetofood/4.198270312631196e-05,,,,,,,,,,,,
,,,,bathroombreakout/4.198270312631196e-05,,,,,,,,,,,,
,,,,richardnixontheusedcarsalesman/4.198270312631196e-05,,,,,,,,,,,,
,,,,thetreacheryofimages/4.198270312631196e-05,,,,,,,,,,,,
,,,,tomboynessupgrade/4.198270312631196e-05,,,,,,,,,,,,
,,,,kidshatevegetables/4.198270312631196e-05,,,,,,,,,,,,
,,,,justhereforthefreesnacks/4.198270312631196e-05,,,,,,,,,,,,
,,,,partingfromconsciousnesswords/4.198270312631196e-05,,,,,,,,,,,,
,,,,therearenopolice/4.198270312631196e-05,,,,,,,,,,,,
,,,,talkshow/4.198270312631196e-05,,,,,,,,,,,,
,,,,imagesource/4.198270312631196e-05,,,,,,,,,,,,
,,,,embarrassinganimalsuit/4.198270312631196e-05,,,,,,,,,,,,
,,,,militarysuperhero/4.198270312631196e-05,,,,,,,,,,,,
,,,,bbcquarry/4.198270312631196e-05,,,,,,,,,,,,
,,,,justtheintroductiontotheopposites/4.198270312631196e-05,,,,,,,,,,,,
,,,,officialparody/4.198270312631196e-05,,,,,,,,,,,,
,,,,homegame/4.198270312631196e-05,,,,,,,,,,,,
,,,,onlyonefindsitfun/4.198270312631196e-05,,,,,,,,,,,,
,,,,comfortthedying/4.198270312631196e-05,,,,,,,,,,,,
,,,,cancellation/4.198270312631196e-05,,,,,,,,,,,,
,,,,passfail/4.198270312631196e-05,,,,,,,,,,,,
,,,,interplanetaryvoyage/4.198270312631196e-05,,,,,,,,,,,,
,,,,inanimatecompetitor/4.198270312631196e-05,,,,,,,,,,,,
,,,,nopokerface/4.198270312631196e-05,,,,,,,,,,,,
,,,,nailsonablackboard/4.198270312631196e-05,,,,,,,,,,,,
,,,,datelessgrave/4.198270312631196e-05,,,,,,,,,,,,
,,,,zombieapocalypsehero/4.198270312631196e-05,,,,,,,,,,,,
,,,,messageboard/4.198270312631196e-05,,,,,,,,,,,,
,,,,tragicallymisguidedfavor/4.198270312631196e-05,,,,,,,,,,,,
,,,,humiliatingwager/4.198270312631196e-05,,,,,,,,,,,,
,,,,bioarmor/4.198270312631196e-05,,,,,,,,,,,,
,,,,filmposters/4.198270312631196e-05,,,,,,,,,,,,
,,,,gymclasshell/4.198270312631196e-05,,,,,,,,,,,,
,,,,chineseanimation/4.198270312631196e-05,,,,,,,,,,,,
,,,,slidingscaleoflikerealityunlessnoted/4.198270312631196e-05,,,,,,,,,,,,
,,,,birthdaypartygoeswrong/4.198270312631196e-05,,,,,,,,,,,,
,,,,fathertime/4.198270312631196e-05,,,,,,,,,,,,
,,,,fable/4.198270312631196e-05,,,,,,,,,,,,
,,,,perfectsolutionfallacy/4.198270312631196e-05,,,,,,,,,,,,
,,,,nowarrantnoproblem/4.198270312631196e-05,,,,,,,,,,,,
,,,,tourguidedetective/4.198270312631196e-05,,,,,,,,,,,,
,,,,painfulbodywaxing/4.198270312631196e-05,,,,,,,,,,,,
,,,,humormode/4.198270312631196e-05,,,,,,,,,,,,
,,,,doomedupgrade/4.198270312631196e-05,,,,,,,,,,,,
,,,,compartmentshot/4.198270312631196e-05,,,,,,,,,,,,
,,,,kidsraidingthewinecabinet/4.198270312631196e-05,,,,,,,,,,,,
,,,,youkeeptellingyourselfthat/4.198270312631196e-05,,,,,,,,,,,,
,,,,positivefriendinfluence/4.198270312631196e-05,,,,,,,,,,,,
,,,,conformingoocmoment/4.198270312631196e-05,,,,,,,,,,,,
,,,,medalsforeveryone/4.198270312631196e-05,,,,,,,,,,,,
,,,,bullymagnet/4.198270312631196e-05,,,,,,,,,,,,
,,,,bifauxnenandladette/4.198270312631196e-05,,,,,,,,,,,,
,,,,halloweencostumecharacterization/4.198270312631196e-05,,,,,,,,,,,,
,,,,atethespoon/4.198270312631196e-05,,,,,,,,,,,,
,,,,hollywoodthin/4.198270312631196e-05,,,,,,,,,,,,
,,,,vaportrail/4.198270312631196e-05,,,,,,,,,,,,
,,,,strawloser/4.198270312631196e-05,,,,,,,,,,,,
,,,,melancholymusicalnumber/4.198270312631196e-05,,,,,,,,,,,,
,,,,inventionpretension/4.198270312631196e-05,,,,,,,,,,,,
,,,,offendingthecreatorsown/4.198270312631196e-05,,,,,,,,,,,,
,,,,masterofthreads/4.198270312631196e-05,,,,,,,,,,,,
,,,,computerizedjudicialsystem/4.198270312631196e-05,,,,,,,,,,,,
,,,,doublethedollars/4.198270312631196e-05,,,,,,,,,,,,
,,,,freudianslipperyslope/4.198270312631196e-05,,,,,,,,,,,,
,,,,freefallromance/4.198270312631196e-05,,,,,,,,,,,,
,,,,staticelectricity/4.198270312631196e-05,,,,,,,,,,,,
,,,,phoneycall/4.198270312631196e-05,,,,,,,,,,,,
,,,,associationfallacy/4.198270312631196e-05,,,,,,,,,,,,
,,,,lamerhymedodge/4.198270312631196e-05,,,,,,,,,,,,
,,,,deliberatelyjumpingthegun/4.198270312631196e-05,,,,,,,,,,,,
,,,,retiredbadassroundup/4.198270312631196e-05,,,,,,,,,,,,
,,,,atonementdetective/4.198270312631196e-05,,,,,,,,,,,,
,,,,adaptationtitlechange/4.198270312631196e-05,,,,,,,,,,,,
,,,,iamtheband/4.198270312631196e-05,,,,,,,,,,,,
,,,,creepygymcoach/4.198270312631196e-05,,,,,,,,,,,,
,,,,fanedit/4.198270312631196e-05,,,,,,,,,,,,
,,,,koreanpopmusic/4.198270312631196e-05,,,,,,,,,,,,
,,,,identityimpersonator/4.198270312631196e-05,,,,,,,,,,,,
,,,,somebodydoesntloveraymond/4.198270312631196e-05,,,,,,,,,,,,
,,,,thepuppetcutshisstrings/4.198270312631196e-05,,,,,,,,,,,,
,,,,steppingoutforaquickcupofcoffee/4.198270312631196e-05,,,,,,,,,,,,
,,,,kindrestraints/4.198270312631196e-05,,,,,,,,,,,,
,,,,orbitalkiss/4.198270312631196e-05,,,,,,,,,,,,
,,,,centrifugalfarce/4.198270312631196e-05,,,,,,,,,,,,
,,,,takingthefightoutside/4.198270312631196e-05,,,,,,,,,,,,
,,,,constellationsaslocations/4.198270312631196e-05,,,,,,,,,,,,
,,,,voiceovertranslation/4.198270312631196e-05,,,,,,,,,,,,
,,,,wagthedirector/4.198270312631196e-05,,,,,,,,,,,,
,,,,squashmatch/4.198270312631196e-05,,,,,,,,,,,,
,,,,dreamtellsyoutowakeup/4.198270312631196e-05,,,,,,,,,,,,
,,,,warfic/4.198270312631196e-05,,,,,,,,,,,,
,,,,amnesialoop/4.198270312631196e-05,,,,,,,,,,,,
,,,,notsophonypsychic/4.198270312631196e-05,,,,,,,,,,,,
,,,,schoolnurse/4.198270312631196e-05,,,,,,,,,,,,
,,,,saveourteam/4.198270312631196e-05,,,,,,,,,,,,
,,,,drumrollplease/4.198270312631196e-05,,,,,,,,,,,,
,,,,tokensuper/4.198270312631196e-05,,,,,,,,,,,,
,,,,weakertwinsavestheday/4.198270312631196e-05,,,,,,,,,,,,
,,,,emotioncontrol/4.198270312631196e-05,,,,,,,,,,,,
,,,,surrogatesoliloquy/4.198270312631196e-05,,,,,,,,,,,,
,,,,hallwayfight/4.198270312631196e-05,,,,,,,,,,,,
,,,,playinghouse/4.198270312631196e-05,,,,,,,,,,,,
,,,,intangibleprice/4.198270312631196e-05,,,,,,,,,,,,
,,,,punishedwithugly/4.198270312631196e-05,,,,,,,,,,,,
,,,,paidharem/4.198270312631196e-05,,,,,,,,,,,,
,,,,underthemistletoe/4.198270312631196e-05,,,,,,,,,,,,
,,,,brainypig/4.198270312631196e-05,,,,,,,,,,,,
,,,,sexdressed/4.198270312631196e-05,,,,,,,,,,,,
,,,,schoolisforlosers/4.198270312631196e-05,,,,,,,,,,,,
,,,,sexmagic/4.198270312631196e-05,,,,,,,,,,,,
,,,,hidetheevidence/4.198270312631196e-05,,,,,,,,,,,,
,,,,picaresque/4.198270312631196e-05,,,,,,,,,,,,
,,,,dovesmeanpeace/4.198270312631196e-05,,,,,,,,,,,,
,,,,loveatfirstnote/4.198270312631196e-05,,,,,,,,,,,,
,,,,whathaveweear/4.198270312631196e-05,,,,,,,,,,,,
,,,,lefilmartistique/4.198270312631196e-05,,,,,,,,,,,,
,,,,thinkmusic/4.198270312631196e-05,,,,,,,,,,,,
,,,,wildcardexcuse/4.198270312631196e-05,,,,,,,,,,,,
,,,,nervoustics/4.198270312631196e-05,,,,,,,,,,,,
,,,,handyman/4.198270312631196e-05,,,,,,,,,,,,
,,,,darkparody/4.198270312631196e-05,,,,,,,,,,,,
,,,,acceptableethnictargets/4.198270312631196e-05,,,,,,,,,,,,
,,,,tomakealongstoryshort/4.198270312631196e-05,,,,,,,,,,,,
,,,,jokeofthebutt/4.198270312631196e-05,,,,,,,,,,,,
,,,,thrownfromthezeppelin/4.198270312631196e-05,,,,,,,,,,,,
,,,,questforsex/4.198270312631196e-05,,,,,,,,,,,,
,,,,handsinpockets/4.198270312631196e-05,,,,,,,,,,,,
,,,,posthumoussibling/4.198270312631196e-05,,,,,,,,,,,,
,,,,prostheticlimbreveal/4.198270312631196e-05,,,,,,,,,,,,
,,,,multiplenarrativemodes/4.198270312631196e-05,,,,,,,,,,,,
,,,,theuppercrass/4.198270312631196e-05,,,,,,,,,,,,
,,,,burpoffinality/4.198270312631196e-05,,,,,,,,,,,,
,,,,battleinterruptingshout/4.198270312631196e-05,,,,,,,,,,,,
,,,,namemeaningchange/4.198270312631196e-05,,,,,,,,,,,,
,,,,guminhair/4.198270312631196e-05,,,,,,,,,,,,
,,,,playerarchetypes/4.198270312631196e-05,,,,,,,,,,,,
,,,,daycarenightmare/4.198270312631196e-05,,,,,,,,,,,,
,,,,missingwhitewomansyndrome/4.198270312631196e-05,,,,,,,,,,,,
,,,,cutthefuse/4.198270312631196e-05,,,,,,,,,,,,
,,,,marriagetoagod/4.198270312631196e-05,,,,,,,,,,,,
,,,,seriesfic/4.198270312631196e-05,,,,,,,,,,,,
,,,,deceptivelegacy/4.198270312631196e-05,,,,,,,,,,,,
,,,,coldreading/4.198270312631196e-05,,,,,,,,,,,,
,,,,nerdybully/4.198270312631196e-05,,,,,,,,,,,,
,,,,vanityisfeminine/4.198270312631196e-05,,,,,,,,,,,,
,,,,atlaspose/4.198270312631196e-05,,,,,,,,,,,,
,,,,windmillpolitical/4.198270312631196e-05,,,,,,,,,,,,
,,,,blaseboast/4.198270312631196e-05,,,,,,,,,,,,
,,,,refrigeratorambush/4.198270312631196e-05,,,,,,,,,,,,
,,,,youwillbebeethoven/4.198270312631196e-05,,,,,,,,,,,,
,,,,tableclothyank/4.198270312631196e-05,,,,,,,,,,,,
,,,,busbyberkeleynumber/4.198270312631196e-05,,,,,,,,,,,,
,,,,brokentreasure/4.198270312631196e-05,,,,,,,,,,,,
,,,,savedtoenslave/4.198270312631196e-05,,,,,,,,,,,,
,,,,booksnap/4.198270312631196e-05,,,,,,,,,,,,
